,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,User,Item,product,jaccard
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,C367,1,"{'13846', '8112'}",0.0
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,C368,10,"{'7566', '960', '13410', '3637', '8112', '7160', '22881', '3702', '1454', '15587'}",0.0
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,C369,3,"{'4722', '6371', '7430', '14195'}",0.0
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,C370,4,"{'2157', '5096', '523', '4780', '12869'}",0.0
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,C371,7,"{'3392', '3715', '8152', '9785', '581', '13951', '14108', '12986'}",0.0
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,C372,4,"{'15421', '9711', '13410', '9058', '7160'}",0.06666666666666667
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,C373,7,"{'2157', '8996', '4340', '13931', '4398', '15807', '3488', '12694'}",0.0
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,C374,9,"{'9711', '15421', '3099', '10833', '13214', '7223', '4401', '6253', '4781', '1980'}",0.05
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,C375,7,"{'3658', '3155', '11862', '15695', '15882', '189', '1444', '15587'}",0.0
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,C376,7,"{'448', '12014', '13099', '7320', '6944', '9364', '7316', '6309'}",0.0
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,C377,3,"{'20700', '7223', '9785', '2026'}",0.0
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,C378,5,"{'82', '9211', '5143', '15695', '12249', '20973'}",0.0625
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,C379,1,"{'3155', '23479'}",0.0
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,C380,4,"{'3658', '4561', '11862', '1010', '5904'}",0.0
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,C381,9,"{'767', '14793', '20922', '3099', '15882', '12249', '1872', '2034', '14108', '4426'}",0.05
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,C382,9,"{'3392', '6248', '23470', '13931', '20468', '7128', '6309', '6371', '4401', '3156'}",0.0
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,C383,9,"{'18839', '22086', '30', '23470', '9808', '8815', '1872', '15807', '11344', '12224'}",0.0
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,C384,5,"{'9711', '3950', '3099', '6944', '6371', '850'}",0.0625
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,C385,9,"{'7002', '8113', '12411', '3715', '4242', '7128', '15912', '15882', '4322'}",0.0
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,C386,8,"{'3637', '14044', '9785', '6944', '837', '19889', '850', '15587', '7155'}",0.05263157894736842
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,C387,8,"{'14191', '14044', '14793', '7071', '4160', '12249', '23471', '8654', '16328'}",0.0
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,C388,8,"{'22086', '14044', '6783', '6991', '4464', '14480', '13631', '9364', '15807'}",0.0
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,C389,8,"{'12078', '6248', '7679', '15763', '7878', '4211', '10833', '9364', '8640'}",0.05263157894736842
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,C390,2,"{'523', '6188', '13122'}",0.0
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,C391,8,"{'960', '6991', '1449', '2004', '22881', '6427', '5420', '15882', '94'}",0.0
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,C392,10,"{'14191', '13723', '4219', '7220', '20236', '15695', '6008', '13951', '8654', '6309', '13030'}",0.0
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,C393,2,"{'13044', '7990', '2121'}",0.0
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,C394,1,"{'23470', '9785'}",0.0
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,C395,3,"{'1532', '8152', '13366', '8640'}",0.0
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,C396,1,"{'20539', '1872'}",0.0
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,C397,7,"{'14191', '1341', '7430', '6838', '4242', '3099', '8640', '12986'}",0.0
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,C398,7,"{'6248', '23470', '7248', '9808', '5420', '2117', '23589', '21426'}",0.0
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,C399,10,"{'568', '14480', '4242', '15912', '9056', '3702', '6944', '850', '2034', '21828', '1980'}",0.047619047619047616
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,C400,9,"{'12014', '13410', '7430', '13484', '20539', '12927', '4211', '15882', '21828', '15587'}",0.0
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,C401,10,"{'12552', '3637', '30', '1968', '4340', '523', '7071', '10833', '23471', '11344', '11895'}",0.0
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,C402,5,"{'6834', '6783', '17957', '15763', '7248', '6226'}",0.0
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,C403,3,"{'4308', '1532', '6838', '9058'}",0.0
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,C404,4,"{'5084', '13562', '20922', '8528', '6483'}",0.0
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,C405,3,"{'7071', '960', '15230', '20922'}",0.0
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,C406,7,"{'15529', '7990', '7566', '6834', '7430', '17957', '3597'}",0.0
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,C407,1,"{'4308', '9055'}",0.0
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,C408,4,"{'6834', '3637', '12259', '22477', '6483'}",0.0
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,C409,3,"{'12411', '6944', '14480', '9056'}",0.0
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,C410,6,"{'12078', '20700', '8152', '3155', '13122', '4398', '1454'}",0.0
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,C411,10,"{'4312', '3392', '4219', '12078', '523', '13966', '5904', '13951', '18777', '15843'}",0.05
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,C412,7,"{'8113', '20824', '20922', '6253', '8654', '94', '1454', '6309'}",0.0
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,C413,4,"{'349', '20539', '21426', '7316', '6309'}",0.0
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,C414,4,"{'1968', '4322', '837', '23471', '11767'}",0.0
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,C415,9,"{'22137', '13723', '3637', '960', '22881', '216', '13064', '6371', '15635', '13030'}",0.05
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,C416,4,"{'960', '12014', '12078', '1449', '12694'}",0.0
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,C417,7,"{'6834', '6931', '4464', '3155', '12927', '15912', '6580', '15587'}",0.0
418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,C418,3,"{'12869', '3658', '13631', '12224'}",0.0
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,C419,4,"{'7168', '18519', '6253', '6309', '15843'}",0.06666666666666667
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,C420,2,"{'8815', '581', '14453'}",0.0
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,C421,10,"{'21022', '6810', '20236', '20638', '13931', '4464', '7071', '13983', '11344', '6903'}",0.0
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,C422,7,"{'6889', '13366', '3155', '20468', '6427', '15882', '13951', '13064'}",0.0
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,C423,4,"{'7990', '21022', '12411', '20468', '3615'}",0.0
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,C424,7,"{'13044', '7566', '12411', '4211', '1010', '6483', '3910', '2026'}",0.0
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,C425,8,"{'15470', '8882', '7220', '15695', '8815', '1872', '9115', '23679', '4414'}",0.0
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,C426,8,"{'18029', '5084', '13723', '14191', '6783', '11776', '20539', '8815', '1444'}",0.0
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,C427,5,"{'21022', '20700', '20236', '14793', '7248', '13366'}",0.0
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,C428,4,"{'8112', '7830', '7818', '7316', '6309'}",0.0
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,C429,7,"{'9055', '8996', '8431', '3155', '9056', '15695', '6630', '6226'}",0.0
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,C430,4,"{'9711', '30', '15705', '4401', '6903'}",0.06666666666666667
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,C431,4,"{'18029', '4722', '3597', '4780', '6630'}",0.0
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,C432,9,"{'1690', '6834', '6783', '8113', '349', '14793', '4200', '5939', '189', '12986'}",0.0
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,C433,4,"{'4312', '20638', '15807', '5665'}",0.0
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,C434,3,"{'4722', '12552', '4242', '23486'}",0.0
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,C435,5,"{'8113', '3155', '514', '7818', '837', '1980'}",0.0
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,C436,1,"{'14191', '14195'}",0.0
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,C437,8,"{'18839', '568', '7444', '20468', '4211', '6580', '12869', '4322'}",0.0
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,C438,2,"{'6783', '19889', '14453'}",0.07692307692307693
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,C439,4,"{'4312', '7160', '22881', '94', '4401'}",0.0
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,C440,2,"{'7168', '6483', '13366'}",0.0
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,C441,6,"{'15529', '12552', '11658', '14480', '21029', '9364', '1872'}",0.0
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,C442,9,"{'1690', '7566', '2990', '6838', '4242', '14195', '21029', '15635', '4781', '11767'}",0.0
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,C443,10,"{'4219', '7113', '767', '22632', '4211', '13966', '5904', '23589', '7223', '15587', '20973'}",0.0
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,C444,7,"{'4219', '3715', '13099', '523', '15695', '15635', '1560', '16328'}",0.0
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,C445,4,"{'19139', '4464', '767', '4780', '9364'}",0.0
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,C446,10,"{'13044', '21022', '11776', '20700', '23479', '2432', '15230', '20468', '3702', '17746', '13214'}",0.0
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,C447,2,"{'4722', '4322', '8113'}",0.0
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,C448,6,"{'15470', '960', '3637', '12249', '5939', '13064', '7058'}",0.0
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,C449,6,"{'5942', '15470', '439', '7444', '3099', '4160', '1396'}",0.0
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,C450,2,"{'12552', '3597', '6991'}",0.0
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,C451,10,"{'13044', '439', '7679', '14195', '13983', '6371', '6630', '16683', '14453', '7058', '20539'}",0.0
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,C452,5,"{'7990', '12078', '15705', '4211', '21426', '12224'}",0.0
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,C453,10,"{'4312', '1341', '7220', '6783', '6188', '1449', '349', '20824', '13122', '1396', '6046'}",0.0
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,C454,1,"{'13966', '20824'}",0.0
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,C455,10,"{'6834', '19139', '6931', '8113', '15705', '13631', '11862', '1454', '20539', '11344', '20973'}",0.0
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,C456,3,"{'14044', 'id', '6580', '4160'}",0.0
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,C457,7,"{'3950', '7679', '12411', '6810', '7071', '8528', '4398'}",0.0
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,C458,8,"{'1690', '13362', '7430', '4340', '9', '20468', '3702', '6630', '23486'}",0.05263157894736842
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,C459,7,"{'3658', '4561', '6838', '13966', '5904', '8654', '23589', '11344'}",0.0
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,C460,6,"{'568', '3637', '15763', '1872', '4492', '20539', '4426'}",0.0
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,C461,9,"{'1690', '4464', '8431', '7160', '2004', '6580', '8815', '4160', '6046', '16328'}",0.0
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,C462,7,"{'2157', '7430', '13595', '7878', '4200', '850', '13846', '23486'}",0.05555555555555555
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,C463,9,"{'3658', '15470', '3637', '20700', '22477', '4242', '11862', '9115', '6008', '94'}",0.0
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,C464,6,"{'4722', '23679', '3637', '22632', '8654', '2034', '12986'}",0.058823529411764705
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,C465,5,"{'6834', '2078', '7071', '23471', '19889', '4426'}",0.0625
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,C466,8,"{'13562', '20236', '7444', '14195', '4300', '2026', '581', '4426', '1980'}",0.0
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,C467,4,"{'13966', '5904', '8654', '1444', '7155'}",0.0
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,C468,3,"{'15695', '14480', '837', '4008'}",0.0
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,C469,7,"{'439', '7002', '6783', '17957', '9', '15230', '4200', '2026'}",0.05555555555555555
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,C470,10,"{'6991', '12259', '6838', '4464', '23479', '2078', '11862', '2004', '3615', '3156', '11344'}",0.0
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,C471,9,"{'22137', '13562', '7320', '8112', '22477', '7160', '1010', '2026', '13846', '20539'}",0.0
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,C472,2,"{'15635', '1396', '14195'}",0.0
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,C473,5,"{'13044', '14793', '12927', '13983', '7818', '18777'}",0.0
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,C474,9,"{'4312', '1341', '3715', '22477', '9808', '2117', '1532', '6483', '19889', '6630'}",0.05
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,C475,6,"{'7990', '19139', '11658', '3637', '2078', '8654', '4492'}",0.0
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,C476,1,"{'3392', '7160'}",0.0
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,C477,10,"{'18461', '7566', '12078', '13484', '7444', '13931', '4211', '7818', '4398', '216', '23486'}",0.047619047619047616
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,C478,8,"{'13044', '6834', '9711', '1968', '22632', 'id', '2117', '13983', '11344'}",0.05263157894736842
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,C479,3,"{'4978', '6046', '4160', '9711'}",0.07142857142857142
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,C480,8,"{'22137', '7320', '20638', '767', '7071', '15882', '12809', '6046', '1560'}",0.0
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,C481,3,"{'448', '14108', '12986', '7002'}",0.0
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,C482,3,"{'5084', '2026', '514', '13983'}",0.0
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,C483,5,"{'12014', '15705', '14793', '2078', '3099', '3615'}",0.0
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,C484,9,"{'18839', '1690', '7430', '6783', '1968', '7320', '8152', '18519', '7155'}",0.0
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,C485,7,"{'6226', '8152', '4211', '21029', '13122', '4492', '2034', 'id'}",0.05555555555555555
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,C486,1,"{'10726', '13030'}",0.0
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,C487,4,"{'285', '7830', '21029', '6008', '8708'}",0.0
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,C488,6,"{'7990', '15421', '13099', '2117', '13983', '23589', '1560'}",0.0
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,C489,3,"{'1010', '8815', '14453', '3599'}",0.0
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,C490,4,"{'22632', '4780', '15882', '6008', '23589'}",0.0
491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,C491,9,"{'568', '15470', '30', '6309', '2117', '6008', '7278', '1872', '2034', '21828'}",0.10526315789473684
